freq/Hz,Re(Z)/Ohm,-Im(Z)/Ohm,|Z|/Ohm,Phase(Z)/deg,time/s,<Ewe>/V,<I>/mA,Cs/µF,Cp/µF,cycle number,|Ewe|/V,|I|/A,Ns,I Range,(Q-Qo)/mA.h
0.0,0.0,-0.0,0.0,0.0,1.2726000604743604,6.632408e-05,-0.028931232,0.0,0.0,1.0,0.0,0.0,0,10,-6.67795334506401e-06
0.0,0.0,-0.0,0.0,0.0,2.2726001079718117,6.608845e-05,-0.022150168,0.0,0.0,1.0,0.0,0.0,0,10,-1.1926398222505971e-05
0.0,0.0,-0.0,0.0,0.0,3.272600155469263,6.783912e-05,-0.024747662,0.0,0.0,1.0,0.0,0.0,0,10,-1.777540972898512e-05
0.0,0.0,-0.0,0.0,0.0,4.272600202966714,6.408713e-05,-0.02834507,0.0,0.0,1.0,0.0,0.0,0,10,-2.4461786481943616e-05
0.0,0.0,-0.0,0.0,0.0,5.272600250464166,6.437633e-05,-0.026505586,0.0,0.0,1.0,0.0,0.0,0,10,-3.0787799490860276e-05
0.0,0.0,-0.0,0.0,0.0,6.272600297961617,6.206383e-05,-0.028127579,0.0,0.0,1.0,0.0,0.0,0,10,-3.74997769497491e-05
0.0,0.0,-0.0,0.0,0.0,7.272600345459068,6.2276784e-05,-0.02569149,0.0,0.0,1.0,0.0,0.0,0,10,-4.359394523054673e-05
0.0,0.0,-0.0,0.0,0.0,8.27260039295652,6.450947e-05,-0.028172672,0.0,0.0,1.0,0.0,0.0,0,10,-5.026251228722918e-05
0.0,0.0,-0.0,0.0,0.0,9.27260044045397,6.293635e-05,-0.026495112,0.0,0.0,1.0,0.0,0.0,0,10,-5.6555631873968496e-05
0.0,0.0,-0.0,0.0,0.0,10.272600487951422,6.494193e-05,-0.028584957,0.0,0.0,1.0,0.0,0.0,0,10,-6.337780299603967e-05
0.0,0.0,-0.0,0.0,0.0,11.272600535448873,6.416143e-05,-0.027108662,0.0,0.0,1.0,0.0,0.0,0,10,-6.985021913784659e-05
0.0,0.0,-0.0,0.0,0.0,12.272600582946325,6.255377e-05,-0.028536174,0.0,0.0,1.0,0.0,0.0,0,10,-7.667248704823195e-05
0.0,0.0,-0.0,0.0,0.0,13.272600630443776,6.4780004e-05,-0.026113104,0.0,0.0,1.0,0.0,0.0,0,10,-8.28175243532098e-05
0.0,0.0,-0.0,0.0,0.0,14.272600677941227,6.555925e-05,-0.029325845,0.0,0.0,1.0,0.0,0.0,0,10,-8.981436051352507e-05
0.0,0.0,-0.0,0.0,0.0,15.272600725438679,6.608066e-05,-0.029032081,0.0,0.0,1.0,0.0,0.0,0,10,-9.673174257035984e-05
0.0,0.0,-0.0,0.0,0.0,16.273600772983627,6.5232765e-05,-0.03184134,0.0,0.0,1.0,0.0,0.0,0,10,-0.00010428291726401484
0.0,0.0,-0.0,0.0,0.0,17.27360082048108,6.3079824e-05,-0.027092678,0.0,0.0,1.0,0.0,0.0,0,10,-0.0001106667643307038
0.0,0.0,-0.0,0.0,0.0,18.27360086797853,6.556037e-05,-0.02629399,0.0,0.0,1.0,0.0,0.0,0,10,-0.00011691312925124152
0.0,0.0,-0.0,0.0,0.0,19.27360091547598,6.594029e-05,-0.029915564,0.0,0.0,1.0,0.0,0.0,0,10,-0.00012401093320965284
500018.56,-0.06421812,-0.060347594,0.08812377,136.77972,23.041601094446378,7.5452626e-05,-0.03977266,-5.274412,-2.473477,1.0,4.078159e-05,0.00046277628,0,10,-0.000157770209803575
445627.97,0.0025522984,-0.07447267,0.07451639,88.03715,26.028601236321265,7.3773896e-05,-0.046303563,-4.7956862,-4.7900605,1.0,4.5706412e-05,0.00061337394,0,10,-0.0001887723491671956
397175.62,0.05330315,-0.08474577,0.10011529,57.831047,29.015601378196152,6.6480716e-05,-0.053477865,-4.728458,-3.3880887,1.0,8.092153e-05,0.0008082834,0,10,-0.0002263975644863927
353993.47,0.08179832,-0.087315194,0.11964493,46.868458,32.00260152007104,7.396042e-05,-0.063818775,-5.149144,-2.7423704,1.0,0.00012571397,0.0010507253,0,10,-0.00027348138449622317
315496.97,0.108790696,-0.076010674,0.13271412,34.94151,34.989601661945926,5.6426954e-05,-0.071789384,-6.6366725,-2.1770341,1.0,0.00018150358,0.0013676282,0,10,-0.0003240777451090714
281194.34,0.12883805,-0.069373034,0.14632791,28.300308,37.97660180382081,6.116472e-05,-0.07838741,-8.158736,-1.8337913,1.0,0.00026101974,0.0017838001,0,10,-0.0003804148271695522
250612.38,0.13692218,-0.058246445,0.14879628,23.044813,40.9636019456957,5.0775212e-05,-0.08257972,-10.903055,-1.6707171,1.0,0.00034905554,0.002345862,0,10,-0.00045204746769809007
223361.42,0.14709473,-0.04882777,0.15498713,18.363472,43.95060208757059,5.334928e-05,-0.08618643,-14.593016,-1.4483969,1.0,0.00048489938,0.003128643,0,10,-0.0005185043275506201
199079.58,0.1545589,-0.04148388,0.16002926,15.02419,46.937602229445474,5.2286083e-05,-0.08753285,-19.271435,-1.2950126,1.0,0.0006812101,0.0042567845,0,10,-0.0005837026591773481
177432.83,0.1579015,-0.0340289,0.16152662,12.16165,49.92460237132036,5.3330634e-05,-0.08927093,-26.359566,-1.1698922,1.0,0.00095693127,0.0059242947,0,10,-0.0006406562806388829
158142.81,0.16093732,-0.026310705,0.16307384,9.284816,52.91160251319525,5.678138e-05,-0.09129985,-38.250595,-0.9957139,1.0,0.001377825,0.008449087,0,10,-0.000691398960829609
140940.47,0.16304463,-0.019160945,0.16416666,6.7026353,55.898602655070135,4.7940055e-05,-0.088664666,-58.934216,-0.80284446,1.0,0.0020326048,0.01238135,0,10,-0.0008015231372153179
125621.66,0.16426262,-0.013918088,0.16485122,4.843144,58.88560279694502,5.963528e-05,-0.08042905,-91.02822,-0.6488598,1.0,0.0032972754,0.020001523,0,10,-0.0008168235221733598
111954.42,0.16585068,-0.008877223,0.16608809,3.0638554,61.87260293881991,4.4470737e-05,-0.07645282,-160.1407,-0.45748731,1.0,0.0045890305,0.0276301,0,10,-0.000849954249240846
99781.03,0.16701537,-0.004091662,0.16706549,1.4033922,64.8596030806948,5.2192936e-05,-0.0720497,-389.82745,-0.23382902,1.0,0.0053274827,0.03188859,0,10,-0.00092011104818537
88934.45,0.1684878,0.00041123753,0.16848831,-0.13984472,67.84660322256968,4.381792e-05,-0.07427449,4351.684,0.025924077,1.0,0.0058344025,0.034627937,0,10,-0.0009345501133499977
79266.26,0.17019562,0.004481514,0.17025462,-1.508338,70.83360336444457,5.0420957e-05,-0.073116325,448.02994,0.31042644,1.0,0.006245825,0.036685202,0,10,-0.0010227796092563204
70646.52,0.17218977,0.008558675,0.17240235,-2.8455389,73.82060350631946,5.014118e-05,-0.06847266,263.22238,0.64870834,1.0,0.0066267727,0.038437832,0,10,-0.0009569631603112859
62963.926,0.17387712,0.011891186,0.17428325,-3.9122777,76.80760364819434,4.5403427e-05,-0.06867408,212.57057,0.9895602,1.0,0.006981921,0.04006077,0,10,-0.0010614373353351322
56116.39,0.1764085,0.015622608,0.17709891,-5.0608697,79.79460379006923,5.232356e-05,-0.06850249,181.54189,1.4127071,1.0,0.007367265,0.041599717,0,10,-0.001073810397912412
50011.137,0.1787534,0.01883975,0.17974347,-6.016488,82.78160393194412,4.665317e-05,-0.0665722,168.9189,1.8557621,1.0,0.0077346894,0.043031823,0,10,-0.000960462856579158
44573.934,0.18131503,0.021550175,0.18259121,-6.778085,85.768604073819,5.375982e-05,-0.06673444,165.68698,2.3079703,1.0,0.008093231,0.04432432,0,10,-0.0011546303981367382
39730.55,0.18413894,0.024298513,0.18573521,-7.5171766,85.92460408122861,4.471332e-05,-0.06669526,164.86021,2.8215437,1.0,0.008442803,0.045456126,0,10,-0.001117714376397017
35406.77,0.18735664,0.027073553,0.18930264,-8.222483,86.08060408863821,5.5979537e-05,-0.06513617,166.03078,3.395985,1.0,0.008789851,0.0464328,0,10,-0.0011616926100647283
31556.19,0.19051065,0.029048199,0.19271249,-8.669428,86.23660409604781,5.2789954e-05,-0.065126814,173.62663,3.9448915,1.0,0.009109291,0.047268815,0,10,-0.001180402112060537
28132.424,0.19409138,0.030976951,0.19654779,-9.06792,86.39260410345742,4.206471e-05,-0.06348937,182.6309,4.5364413,1.0,0.009429279,0.047974482,0,10,-0.0011734442291201816
25070.518,0.19792168,0.032764487,0.20061532,-9.399652,86.54760411081952,4.8313355e-05,-0.064707205,193.75525,5.1681137,1.0,0.009743214,0.04856665,0,10,-0.0012004093501431247
22342.637,0.20155394,0.03381152,0.20437028,-9.522939,86.70360411822912,4.920867e-05,-0.06407869,210.6789,5.7665353,1.0,0.010026079,0.0490584,0,10,-0.0012358994064850526
19911.67,0.20564288,0.03472519,0.20855415,-9.5846405,86.85960412563873,4.6168312e-05,-0.0630567,230.18013,6.3814507,1.0,0.010315754,0.049463194,0,10,-0.0011961723881893688
17749.78,0.20937985,0.035643935,0.21239212,-9.661173,87.01560413304833,5.7602374e-05,-0.063681476,251.55997,7.084937,1.0,0.010575793,0.049793717,0,10,-0.0012271279243367414
15819.848,0.21324001,0.035632666,0.21619664,-9.486546,87.17160414045793,5.6986843e-05,-0.06287208,282.33813,7.669522,1.0,0.010823584,0.05006361,0,10,-0.0012665841543132233
14094.047,0.21725321,0.035686705,0.2201647,-9.328283,87.32760414786753,4.9301965e-05,-0.06331967,316.43024,8.313722,1.0,0.011070863,0.05028446,0,10,-0.0012927686910730166
12563.095,0.22108896,0.035461336,0.22391479,-9.112286,87.48360415527713,6.179923e-05,-0.063334554,357.24686,8.960104,1.0,0.011299055,0.050461408,0,10,-0.001258936552124512
11199.154,0.22444789,0.03425418,0.2270467,-8.677257,87.63960416268674,6.3515276e-05,-0.06320581,414.87894,9.443176,1.0,0.011489671,0.05060488,0,10,-0.0012207553644494877
9983.67,0.22837244,0.033605658,0.23083179,-8.3711605,87.79560417009634,5.7210684e-05,-0.064238906,474.3703,10.054282,1.0,0.011707774,0.05071994,0,10,-0.0012352452577861646
8895.162,0.23159485,0.032591544,0.23387685,-8.010434,87.95860417783842,7.769127e-05,-0.049071655,548.9861,10.66097,1.0,0.011884233,0.050814062,0,10,-0.0012089877232058595
7928.297,0.23396105,0.030862087,0.2359878,-7.5145707,88.13260418610298,6.4242726e-05,-0.036442485,650.45154,11.124652,1.0,0.0120099075,0.05089207,0,10,-0.0012158881014097068
7069.7627,0.23749009,0.029903451,0.23936532,-7.176603,88.323604195175,5.7732956e-05,-0.041632455,752.8249,11.749358,1.0,0.012196167,0.050952107,0,10,-0.0011798081401532723
6297.832,0.23950641,0.02790793,0.24112688,-6.6462865,88.53160420505446,4.827607e-05,-0.04378085,905.52704,12.13013,1.0,0.012298331,0.051003564,0,10,-0.0011542084336218735
5610.7954,0.24204756,0.026355252,0.24347818,-6.214147,88.76060421593138,4.333313e-05,-0.04304606,1076.2881,12.610804,1.0,0.012427427,0.051041234,0,10,-0.0011457868902060306
5005.195,0.24369447,0.024718488,0.24494489,-5.791833,89.00760422766325,4.8201462e-05,-0.036360413,1286.4037,13.100392,1.0,0.012510222,0.051073622,0,10,-0.0011262880343565096
4461.4277,0.24591164,0.0231766,0.2470014,-5.3840895,89.25460423939512,5.2043917e-05,-0.03686947,1539.2053,13.551806,1.0,0.0126213515,0.051098302,0,10,-0.00109975110555078
3976.272,0.24671204,0.021349054,0.24763404,-4.9457297,89.50160425112699,5.691225e-05,-0.036936667,1874.8451,13.93484,1.0,0.0126587795,0.0511189,0,10,-0.0011067961084144707
3541.1328,0.2488792,0.019986434,0.24968041,-4.591328,89.74860426285886,5.3051157e-05,-0.03683591,2248.7573,14.409346,1.0,0.012767493,0.05113534,0,10,-0.001086467369057652
3156.01,0.24914329,0.01832514,0.24981631,-4.2066793,89.99560427459073,5.019731e-05,-0.03676503,2751.9114,14.807696,1.0,0.012777545,0.05114776,0,10,-0.0011143920907665354
2812.2998,0.25117868,0.01729786,0.2517736,-3.939554,90.2426042863226,5.7527795e-05,-0.036537506,3271.6448,15.442959,1.0,0.012880355,0.05115848,0,10,-0.0011002031594754922
2507.5928,0.25115106,0.015973993,0.25165853,-3.6392887,90.48960429805447,4.9003538e-05,-0.036347277,3973.2842,16.008598,1.0,0.012876389,0.051166113,0,10,-0.0011283137593657722
2235.715,0.25254062,0.0147208255,0.2529693,-3.3360488,90.73660430978634,5.2454274e-05,-0.036177583,4835.8354,16.375713,1.0,0.012945207,0.05117304,0,10,-0.0011104224775570135
1993.189,0.2527402,0.013791104,0.2531162,-3.1233225,90.98360432151821,5.1987958e-05,-0.039131593,5789.921,17.188217,1.0,0.01295435,0.051179457,0,10,-0.0011301874413428207
1775.568,0.2535477,0.012831214,0.25387216,-2.8970795,91.23060433325008,5.9803402e-05,-0.035683382,6985.783,17.84516,1.0,0.012993775,0.051182356,0,10,-0.001136884160194546
1582.5323,0.25424773,0.012036503,0.2545325,-2.710452,91.47660434493446,5.3778604e-05,-0.03677993,8355.399,18.684498,1.0,0.013028646,0.051186576,0,10,-0.0011484987614591503
1410.4515,0.25464126,0.011126752,0.25488424,-2.5019932,91.72460435671383,4.8984886e-05,-0.035920203,10141.299,19.326109,1.0,0.0130473245,0.051189214,0,10,-0.0011613438569050697
1257.0114,0.25555885,0.010456593,0.25577268,-2.34304,91.9716043684457,4.935794e-05,-0.038404293,12108.512,20.237778,1.0,0.013093287,0.05119111,0,10,-0.0011886903299452322
1120.3588,0.2554209,0.009907151,0.25561297,-2.2212493,92.21860438017757,5.596097e-05,-0.036241017,14338.847,21.540014,1.0,0.013085269,0.051191725,0,10,-0.0012218613703453706
999.0409,0.2563011,0.009612838,0.25648132,-2.1479306,92.46560439190944,5.3517466e-05,-0.036699835,16572.395,23.27968,1.0,0.0131303305,0.0511941,0,10,-0.0012486448389908507
890.2848,0.25573084,0.008952274,0.25588748,-2.0049133,92.71260440364131,5.351747e-05,-0.036050778,19969.068,24.441423,1.0,0.013100291,0.051195513,0,10,-0.0012798768638786343
793.2231,0.25710323,0.008701662,0.25725046,-1.9384363,92.95960441537318,5.070092e-05,-0.0367576,23058.05,26.382421,1.0,0.013170379,0.05119672,0,10,-0.0012832441222918117
707.03625,0.2564298,0.008133572,0.25655875,-1.8167279,93.20660442710505,5.4394146e-05,-0.035685267,27675.605,27.815449,1.0,0.01313508,0.051197164,0,10,-0.0013163486215196963
630.2017,0.25767636,0.007972753,0.25779969,-1.7722206,93.45460443888442,5.0197308e-05,-0.035385057,31676.14,30.295914,1.0,0.0131987315,0.051197626,0,10,-0.0012924737502423426
561.6175,0.2574714,0.007914989,0.25759304,-1.7607886,93.70060445056879,4.704501e-05,-0.035403654,35803.805,33.803493,1.0,0.013188289,0.051198155,0,10,-0.0012782926196803648
500.1601,0.25811043,0.007838165,0.2582294,-1.7393943,93.94860446234816,4.6616e-05,-0.035353325,40597.254,37.40366,1.0,0.013220909,0.051198307,0,10,-0.001315859636087902
446.2853,0.25829342,0.007868325,0.25841323,-1.7448469,94.19460447403253,4.771651e-05,-0.035368223,45323.688,42.02042,1.0,0.0132304,0.051198617,0,10,-0.0013517708809922138
397.58273,0.25846168,0.0076337303,0.2585744,-1.6917534,94.4436044858594,5.073823e-05,-0.03595011,52439.17,45.70444,1.0,0.013238741,0.051198963,0,10,-0.001377171400727911
354.20657,0.25922748,0.0077797384,0.2593442,-1.7190015,94.69160449763876,4.713828e-05,-0.03576546,57756.184,51.972717,1.0,0.0132782515,0.05119934,0,10,-0.0013914656830411405
315.90982,0.25897375,0.007787929,0.2590908,-1.7224952,94.93860450937063,4.993617e-05,-0.03633799,64689.68,58.448715,1.0,0.013265443,0.051199976,0,10,-0.0013995707797755798
281.53152,0.2600173,0.007842859,0.26013556,-1.7276793,95.1856045211025,4.325854e-05,-0.036050763,72080.65,65.51912,1.0,0.013318843,0.051199626,0,10,-0.0013866576616574182
250.72209,0.2594184,0.0080244625,0.25954247,-1.7717375,95.43160453278688,4.861184e-05,-0.036117915,79106.39,75.61825,1.0,0.013288694,0.05120046,0,10,-0.0014214427260636456
223.64027,0.26107273,0.008288826,0.26120427,-1.818479,95.68060454461374,4.3799468e-05,-0.035834428,85857.266,86.45748,1.0,0.013373469,0.051199272,0,10,-0.001451080387823439
199.2985,0.26032233,0.008687189,0.26046723,-1.9113021,95.92960455644061,4.545955e-05,-0.036285754,91925.68,102.25609,1.0,0.013335895,0.051199894,0,10,-0.0014051979745696816
177.5568,0.2616538,0.008676711,0.26179764,-1.8992912,96.17960456831497,5.8068727e-05,-0.035103388,103306.516,113.476654,1.0,0.013403962,0.051199704,0,10,-0.0014480904131527576
158.22783,0.26178688,0.0090594785,0.26194358,-1.9820048,96.42860458014184,4.1337327e-05,-0.035004552,111028.39,132.80823,1.0,0.013411638,0.051200487,0,10,-0.0014134837027078287
141.12904,0.262341,0.009397508,0.26250926,-2.0515566,96.67460459182621,4.6429494e-05,-0.036530085,120002.71,153.78967,1.0,0.013440543,0.051200263,0,10,-0.0014396501137539743
125.68369,0.26304415,0.009775622,0.26322573,-2.1283278,96.92160460355808,3.7009926e-05,-0.036476,129537.89,178.66064,1.0,0.013477287,0.051200494,0,10,-0.0014058425682915582
112.04369,0.2634629,0.009961115,0.26365113,-2.1652315,97.16460461509996,5.4207634e-05,-0.036589753,142601.72,203.55482,1.0,0.01349903,0.05120035,0,10,-0.0014024275798797607
99.90409,0.264368,0.010391659,0.26457214,-2.250998,97.41160462683183,4.3221244e-05,-0.03527314,153303.45,236.50128,1.0,0.013546076,0.05119993,0,10,-0.0013939303257434318
89.00314,0.26429492,0.010853595,0.2645177,-2.3516,97.6606046386587,4.4545584e-05,-0.035895996,164755.97,277.38242,1.0,0.013543366,0.051200226,0,10,-0.001407869118961609
79.31471,0.26564264,0.011591003,0.2658954,-2.498449,97.91060465053306,3.9434766e-05,-0.03532162,173119.25,328.97717,1.0,0.013613878,0.051200125,0,10,-0.0014053387363813818
70.74706,0.265554,0.011806339,0.26581633,-2.5456524,98.15560466216994,4.0442003e-05,-0.036315598,190544.52,375.8925,1.0,0.013609678,0.051199555,0,10,-0.0014359841835467765
63.004032,0.26720294,0.012450682,0.26749286,-2.6678445,98.40960467423429,3.7009915e-05,-0.03447306,202889.08,439.5624,1.0,0.013695656,0.05120008,0,10,-0.0014837261999524716
56.168304,0.26682633,0.013059352,0.26714572,-2.8020065,98.65160468572867,3.7961203e-05,-0.037387952,216973.77,518.5062,1.0,0.013677856,0.05119998,0,10,-0.0015257866100296378
50.080128,0.26859674,0.013716984,0.26894677,-2.923502,98.89860469746054,3.72151e-05,-0.036047075,231684.02,602.6715,1.0,0.013769913,0.0511994,0,10,-0.001528610174347129
44.614532,0.2690274,0.014469175,0.26941624,-3.0785882,99.1486047093349,3.7289705e-05,-0.035787832,246547.17,711.11523,1.0,0.013794078,0.051199876,0,10,-0.001515957843772446
39.758274,0.27016866,0.015375886,0.27060583,-3.2573137,99.39660472111427,4.9507165e-05,-0.036282025,260346.94,840.5401,1.0,0.013855223,0.05120075,0,10,-0.0014917460615647335
35.46531,0.2709201,0.01591925,0.2713874,-3.36283,99.64160473275115,3.9080354e-05,-0.03660096,281899.16,969.9729,1.0,0.013895079,0.05120016,0,10,-0.0015909137693769816
31.58693,0.27193773,0.016832354,0.27245817,-3.5419652,99.87760474396055,3.8725953e-05,-0.038555387,299342.16,1142.5044,1.0,0.013949977,0.05120044,0,10,-0.0015539544585433582
28.17007,0.27308953,0.017765775,0.2736668,-3.7221184,100.13960475640488,4.7268855e-05,-0.025769597,318015.3,1340.2078,1.0,0.014013917,0.051207956,0,10,-0.0016140971642591886
25.104433,0.2739413,0.018419651,0.2745599,-3.8467438,100.38560476808925,5.2734074e-05,-0.036019105,344182.12,1549.0911,1.0,0.014057512,0.05120017,0,10,-0.0016267381967492401
22.35336,0.27550915,0.019605216,0.2762058,-4.0703034,100.61060477877618,2.8093962e-05,-0.042262748,363166.44,1829.7145,1.0,0.014141999,0.05120095,0,10,-0.0017216738763567473
19.929848,0.27582425,0.020384204,0.27657646,-4.226639,100.85860479055555,2.5034939e-05,-0.036203694,391762.1,2128.0386,1.0,0.014160728,0.05120005,0,10,-0.0018629744971746373
17.75568,0.27812344,0.021729222,0.278971,-4.4673285,101.13260480356985,4.375285e-05,-0.043881558,412513.97,2502.7007,1.0,0.014283243,0.05119974,0,10,-0.002032034430205615
15.836149,0.27835205,0.022255726,0.27924037,-4.5713773,101.36860481477925,6.549248e-05,-0.037801944,451573.84,2868.507,1.0,0.014297272,0.05120059,0,10,-0.0020029473845470285
14.118977,0.2807735,0.024219753,0.28181615,-4.930177,101.62860482712858,7.7019795e-05,-0.032513056,465422.34,3437.5962,1.0,0.014428995,0.051200025,0,10,-0.001713332536866578
12.573764,0.28158757,0.02503845,0.28269857,-5.081312,101.91760484085535,2.7870145e-05,-0.038623434,505530.56,3965.656,1.0,0.014474228,0.051200215,0,10,-0.001992940365448594
11.208751,0.2835107,0.026521372,0.2847485,-5.344254,102.14260485154227,9.25481e-06,-0.041462794,535385.94,4644.4688,1.0,0.014579258,0.051200476,0,10,-0.0018496539516858757
9.990409,0.2853425,0.027684499,0.28668237,-5.5416055,102.38960486327414,4.8686456e-05,-0.036075052,575440.2,5366.2583,1.0,0.014677998,0.051199514,0,10,-0.00201248536779835
8.898065,0.28725293,0.029199393,0.28873318,-5.804206,102.66360487628845,4.7352798e-05,-0.0445557,612563.0,6264.768,1.0,0.01478339,0.05120087,0,10,-0.0017359923322552609
7.9395323,0.28865469,0.031058138,0.29032075,-6.14118,102.96760489072767,6.9717295e-05,-0.034958877,645431.0,7386.598,1.0,0.0148646,0.051200613,0,10,-0.002185111050109547
7.076539,0.28897688,0.0319183,0.29073426,-6.3029294,103.1536048995622,7.7318226e-05,-0.036591657,704627.3,8492.715,1.0,0.014885636,0.051200144,0,10,-0.001748455871593621
6.300403,0.29318538,0.0343446,0.29519016,-6.6813455,103.35760490925168,2.7870141e-05,-0.04303114,735518.06,9956.495,1.0,0.015113843,0.05120036,0,10,-0.0017017470665451966
5.6205034,0.29414177,0.035266478,0.29624838,-6.8369102,103.5816049198911,-4.6218065e-05,-0.04195512,802939.56,11378.764,1.0,0.015167765,0.05119949,0,10,-0.0022057949231523606
5.008013,0.29760653,0.03845894,0.30008122,-7.363381,103.82860493162298,0.00017668077,-0.036270842,826337.4,13572.954,1.0,0.015364098,0.0511998,0,10,-0.0021695719972149364
4.4591894,0.29909933,0.03921075,0.30165857,-7.468661,104.10160494458978,0.000112720925,-0.045035888,910246.56,15379.352,1.0,0.015444851,0.051199775,0,10,-0.0016205500092953443
3.9778516,0.3006704,0.041555956,0.30352855,-7.8690543,104.40360495893401,6.467178e-05,-0.035137054,962804.8,18047.03,1.0,0.015540427,0.051199228,0,10,-0.001472471202957858
3.5446913,0.30599344,0.04399248,0.30913964,-8.181316,104.73960497489315,-1.690541e-05,-0.037107263,1.02061825e+06,20668.586,1.0,0.01582819,0.05120078,0,10,-0.002003819889571104
3.1603963,0.30778083,0.046713147,0.31130558,-8.630149,105.1136049926572,-8.590144e-05,-0.039053302,1.0780514e+06,24274.143,1.0,0.015938655,0.051199384,0,10,-0.002555332956120786
2.8183625,0.31407693,0.049515355,0.31795612,-8.959146,105.52760501232115,0.00013127456,-0.038203347,1.1404688e+06,27658.512,1.0,0.016279707,0.051201113,0,10,-0.0024512524549443688
2.508831,0.3111149,0.051028535,0.31527194,-9.314619,105.99060503431247,0.00026407497,-0.03403037,1.2431846e+06,32568.006,1.0,0.01614202,0.051200308,0,10,-0.0017323027962164747
2.2346966,0.31786394,0.04993311,0.32176203,-8.92761,106.50760505886865,0.00023058693,-0.040219758,1.4263068e+06,34349.516,1.0,0.016474232,0.05120005,0,10,-0.0010638611937779934
1.9929849,0.3201664,0.054315392,0.32474095,-9.628408,107.08360508622718,0.00016581106,-0.03552484,1.4702569e+06,41130.59,1.0,0.016626796,0.05120018,0,10,-0.001099229203025914
1.775568,0.32377505,0.059727415,0.32923797,-10.4519615,107.72760511681554,4.8507958e-05,-0.039650932,1.5007525e+06,49389.734,1.0,0.016857151,0.051200505,0,10,-0.0019206140634467205
1.5846856,0.3269009,0.06175699,0.3326832,-10.698042,108.44460515087121,-0.00013841371,-0.035495568,1.6262634e+06,56040.42,1.0,0.017033495,0.051200345,0,10,-0.0029716698411901793
1.4122382,0.33585858,0.067453615,0.3425653,-11.356166,109.24760518901167,0.00027582934,-0.036848553,1.6707325e+06,64778.465,1.0,0.01753949,0.051200427,0,10,-0.0034923916809702447
1.256837,0.3336202,0.06689327,0.34026042,-11.337875,110.14660523171187,0.00019940553,-0.037473153,1.8930354e+06,73164.56,1.0,0.017421346,0.05120004,0,10,-0.0029926703751877778
1.1224859,0.34166548,0.06757785,0.34828445,-11.1881,111.15060527939931,0.00011148069,-0.03780378,2.098142e+06,78990.6,1.0,0.01783247,0.051200874,0,10,-0.0016467001840708157
1.0000639,0.34335193,0.0705595,0.35052702,-11.612725,112.27360533273895,-6.1498096e-05,-0.037459712,2.255469e+06,91391.305,1.0,0.017947055,0.051200207,0,10,-0.000197519619072684
0.88980645,0.35250512,0.08252323,0.36203584,-13.175947,113.53460539263324,-4.1065578e-05,-0.03689871,2.1674465e+06,112615.37,1.0,0.018536365,0.051200356,0,10,0.0004263194419172974
0.7944375,0.35748672,0.08440818,0.36731663,-13.285108,114.94260545950965,-5.0782193e-05,-0.03668865,2.3734268e+06,125332.51,1.0,0.018806664,0.051200144,0,10,-0.00033999580030184655
0.7070139,0.36367163,0.08906539,0.37441915,-13.761223,116.52160553450813,2.2917848e-05,-0.036692113,2.5274538e+06,143016.12,1.0,0.019170359,0.051200263,0,10,-0.002332292736872617
0.6312621,0.3680861,0.09372336,0.3798308,-14.285293,118.28860561843612,7.8765835e-05,-0.036447488,2.6900635e+06,163786.4,1.0,0.01944736,0.05120006,0,10,-0.004719479027145439
0.562536,0.37895578,0.09764025,0.39133248,-14.44835,120.26760571243358,0.00018375032,-0.037056975,2.8976165e+06,180387.7,1.0,0.020036524,0.05120077,0,10,-0.006289679396351489
0.5011868,0.38841242,0.10399806,0.40209427,-14.989437,122.48560581778293,0.00014719281,-0.036625993,3.0534815e+06,204263.12,1.0,0.020587465,0.05120059,0,10,-0.005984045168539923
0.4469394,0.39726523,0.10935717,0.41204205,-15.390897,124.97060593581409,4.9207738e-05,-0.0361162,3.2562982e+06,229369.48,1.0,0.021096544,0.05119998,0,10,-0.003576669557208816
0.39774463,0.40774503,0.111619584,0.4227469,-15.309566,127.76060606833198,-3.504104e-05,-0.036175318,3.5848862e+06,249916.73,1.0,0.021644898,0.051200606,0,10,0.00010782487881638937
0.35434052,0.42123047,0.114605315,0.43654266,-15.220205,130.888606216904,-3.7783313e-05,-0.03586029,3.919174e+06,270116.22,1.0,0.022351421,0.051201,0,10,0.0033828509216472093
0.3161931,0.43490264,0.117176995,0.45041177,-15.079275,134.39260638333508,7.4535837e-06,-0.035123024,4.2956155e+06,290730.53,1.0,0.023062058,0.051202167,0,10,0.00440033465207306
0.2819176,0.44704348,0.11861692,0.46251252,-14.860238,138.31960656985757,6.8197405e-05,-0.035753503,4.75939e+06,313038.4,1.0,0.023680782,0.051200304,0,10,0.0020809497701981
0.25117347,0.46011013,0.116165474,0.47454795,-14.169533,142.72460677908384,8.5056476e-05,-0.035899762,5.45468e+06,326861.1,1.0,0.024297247,0.051200826,0,10,-0.003210760106327633
0.22364877,0.47306928,0.11284894,0.4863429,-13.416954,147.67060701400624,8.799863e-05,-0.035176545,6.3060315e+06,339520.44,1.0,0.024900798,0.051200084,0,10,-0.009548740170541737
0.19933917,0.4860426,0.109209225,0.49816066,-12.663512,153.2156072773796,4.6637757e-05,-0.035167597,7.3108555e+06,351356.47,1.0,0.02550613,0.05120061,0,10,-0.014058799224124912
